facility_name,measured_on,level_a,level_b,level_c,level_d,male_crim,male_non_crim,female_crim,female_non_crim,ice_threat_level_1,ice_threat_level_2,ice_threat_level_3,no_ice_threat_level
ADAMS COUNTY DET CENTER,2025-06-09,1847.2811330000002,249.6570929230774,30.999748000000043,5.000704384615381,94.65482615384609,2050.6432601538477,0,-12.359407000000001,12.65529653846154,19.67580769230769,15.955679153846177,2084.6518959230743
ADELANTO ICE PROCESSING CENTER,2025-01-06,0,0,0,2.85567,2.85567,0,0,0,2.85567,0,0,0
ADELANTO ICE PROCESSING CENTER,2025-01-21,1.0848,1.0245333333333333,5.1226666666666665,10.331222666666667,14.730689333333336,2.832533333333333,0,0,10.090155999999999,3.5557333333333334,0.9039999999999999,3.0133333333333336
ADELANTO ICE PROCESSING CENTER,2025-02-18,9.022684392857144,7.076654500000001,34.16030396428571,49.3593455,79.23105978571428,20.387928571428567,0,0,54.200481749999994,16.547440214285718,5.774387035714286,23.09668439285714
ADELANTO ICE PROCESSING CENTER,2025-03-03,26.002610846153843,17.101206461538457,87.6755833076923,122.17118615384616,196.22588569230777,56.72471292307694,0,0,113.49336823076922,44.18619938461538,18.883782076923072,76.38722623076923
ADELANTO ICE PROCESSING CENTER,2025-03-17,33.46144,20.749521000000005,116.03525900000002,148.39455100000004,238.86094599999998,79.77981399999997,0,0,139.62733400000002,49.250986999999995,26.714182,103.04825599999997
ADELANTO ICE PROCESSING CENTER,2025-03-31,33.577893,25.114239999999995,112.42207600000003,148.85284599999991,244.99295999999998,74.974095,0,0,137.79548000000003,47.703883000000005,24.39375400000001,110.07395000000007
ADELANTO ICE PROCESSING CENTER,2025-04-14,34.20260100000001,24.451679999999993,106.9666,153.93038200000007,242.90165199999996,76.64961100000002,0,0,126.22484799999997,38.341259,27.75259599999999,127.23254599999993
ADELANTO ICE PROCESSING CENTER,2025-04-28,33.539099999999976,26.66389400000001,102.1050339999999,153.13587999999996,243.35502499999998,72.08889799999997,0,0,123.15165899999998,43.56348900000002,25.728336999999993,123.0004520000001
ADELANTO ICE PROCESSING CENTER,2025-05-12,33.95570999999999,24.71507,109.45508200000002,146.40133600000004,236.94273500000003,77.58446400000003,0,0,110.19092500000001,40.53310499999994,23.923869,139.87929999999992
ADELANTO ICE PROCESSING CENTER,2025-05-27,34.4219070666667,26.671617999999974,112.48702633333342,138.11797733333333,222.7847269333334,88.9138028,0,0,71.60238573333336,48.25748680000003,13.682451000000007,178.1562062000001
ADELANTO ICE PROCESSING CENTER,2025-06-09,52.38075799999993,35.40602415384616,139.13009392307686,160.2164941538463,278.0644680000002,108.06489646153855,0.5405981538461538,0.4633698461538462,141.95594230769237,43.476006923076895,31.778138076923053,169.92326453846152
ALAMANCE COUNTY DETENTION FACILITY,2025-01-06,3.206186,4.010309,5.43299,6.56701,14.71134,4.360825,0.092784,0.051546,0.268041,0.257732,0.329897,18.360825
ALAMANCE COUNTY DETENTION FACILITY,2025-01-21,4.786784799999998,2.004114533333332,8.37859866666666,6.6347346666666684,15.13817866666668,6.1626099999999955,0.29781119999999983,0.20563279999999995,2.7687988,-0.05664906666666667,-1.7334604,20.825543333333325
ALAMANCE COUNTY DETENTION FACILITY,2025-02-18,5.45762460714286,2.946916928571428,6.062838892857144,6.948642857142862,13.993940214285706,7.2617325357142875,0.055255821428571474,0.10508967857142862,0.7079103214285715,0.3512441785714286,-0.010184392857142883,20.367053178571446
ALAMANCE COUNTY DETENTION FACILITY,2025-03-03,6.711061307692305,0.9831021538461536,5.768557000000005,3.827831538461527,8.885876923076921,7.554213153846149,0.1541485384615386,0.6963242307692307,1.234751769230769,0.15326453846153826,0.154578076923077,15.74796946153842
ALAMANCE COUNTY DETENTION FACILITY,2025-03-17,7.233143,4.506793,8.515789,3.6981329999999923,11.987243000000003,11.033933000000006,0.2867669999999998,0.6459270000000001,-0.7226009999999994,0.2141619999999997,0.430816,24.031469999999995
ALAMANCE COUNTY DETENTION FACILITY,2025-03-31,8.666686999999992,2.6383340000000026,4.491253999999985,5.065276000000007,10.55275199999999,9.376753000000008,0.21477299999999996,0.7172739999999997,1.002448,0.5733010000000002,0.071365,19.214437000000025
ALAMANCE COUNTY DETENTION FACILITY,2025-04-14,7.083779000000009,3.3569379999999973,5.0668660000000045,3.8456440000000094,8.616966000000016,9.661118999999985,0.43008300000000027,0.6450460000000001,1.7918419999999995,-0.1449309999999997,-0.0004269999999999235,17.706728999999996
ALAMANCE COUNTY DETENTION FACILITY,2025-04-28,6.149116999999998,1.4909369999999984,5.928726000000016,4.493106999999993,9.768764999999998,7.146691999999997,0.14280599999999996,1.0036089999999998,0.35560799999999965,0.14243399999999998,-0.215682,17.77951100000002
ALAMANCE COUNTY DETENTION FACILITY,2025-05-12,5.646085000000004,1.7790630000000078,5.498193999999979,4.7092250000000115,9.483900999999994,7.289720000000004,-0.0006820000000001666,0.8596590000000001,0.8580460000000016,0.8599839999999992,1.3629679999999997,14.551598999999994
ALAMANCE COUNTY DETENTION FACILITY,2025-05-27,16.24719526666666,3.7356776000000007,6.000535400000005,3.4569833333333313,10.389638133333332,17.780758400000014,0.40107626666666646,0.8689038666666666,-0.5383747333333342,-0.8044729999999997,-0.8708894666666666,31.654128799999974
ALAMANCE COUNTY DETENTION FACILITY,2025-06-09,12.411326076923073,3.6942341538461436,3.760803769230786,4.070764153846155,9.294146461538485,11.94206184615382,0.15382923076923086,2.5471293846153853,0.6154659230769212,0.15366976923076964,0.15415707692307706,23.013816000000027
ALEXANDRIA STAGING FACILITY,2025-01-06,127.082474,44.319588,72.061856,48.494845,134.783505,157.134021,0.020619,0.020619,51.505155,29.886598,33.020619,177.546392
ALEXANDRIA STAGING FACILITY,2025-01-21,154.9673031999999,46.01015839999994,81.66040746666658,62.78674600000001,155.88056733333335,189.63266280000002,0.04608920000000003,-0.1347108,78.61645399999998,37.06889306666668,34.19115586666667,195.54810559999993
ALEXANDRIA STAGING FACILITY,2025-02-18,148.2737558214287,47.84742857142861,80.34858967857151,52.55448174999999,157.2678870357142,171.70934549999998,0.01105317857142856,0.035970107142857144,61.95401164285717,34.05566110714286,47.28894682142857,185.72563121428564
